Sr No.,State,NH-No.,Toll Plaza Name,Toll Plaza Location,Section / Stretch,TollPlazaID
697,Rajasthan,114,Jasnath Nagar,33.189,Jodhpur to Pokaran,4490
698,Rajasthan,158,Jaswantpura,39.675,Rehabilition and Upgradation to Two Lane with paved shoulder configuration of Beawar to Asind Section (Km. 30.050 to Km. 74.000) of NH158 in the state of Rajasthan under Green National Highway Corrid,6783
699,Rajasthan,754A,Jathon Ki Dhani ( Hanuman Sagar ),Jathon Ki Dhani ( Hanuman Sagar ) Fhalodi (Raj),Amritsar Jamnagar Economic Corridor,6708
700,Rajasthan,79,Jojro Ka Khera,Km 184.20,Bhilwara - Chittorgarh (Km 81.000 to Km 163.900),134
701,Rajasthan,NH 148D,Kadisahena,Km 69.267 Km 282.936,GulabpuraUniara PhaseIV,5649
702,Rajasthan,15 (New 68),Kair Fakir ki Dhani,44.16,Jaisalmer Barmer Section of NH15 to TwoFour Lane with paved shoulders from km 0.00 to Km 122.880 Km 144.500 to Km 153.034,4621
703,Rajasthan,NE 4,Karadiya ( Entry Exit ),Ch. 385.797,80Km,6853
704,Rajasthan,58 E,Karel toll plaza,Karel,Upgradation to two lane with paved shoulder from Jhadol to Ambabhelly (section of NH58E) from km. 43.900 to km. 91.000 in the state of Rajasthan,5991
705,Rajasthan,NH758,Khachrol,Km 142.260,Bhilwara Ladpura,5731
706,Rajasthan,8,Khandi Obari,Km 348.450,Kherwara - Ratanpur (Km 348.000 to Km 388.180),136
707,Rajasthan,NH 62,Khara,SURATGARH BIKANER TOLL ROAD COMPANY PVT LTD Khara Toll (K1) Jamsar Bikaner Rajasthan India 334601,60 km (km 0.000 to km 60.785),6732
708,Rajasthan,(Old NH 79A 79 New NH 48,Khedi,61.02,Kishangarh (km 0.000) to Gulabpura (km 90.000) section of NH 79A and NH 79,135
709,Rajasthan,11,Kheerwa,Km 141.830,Bikaner to Phalodi,4574
710,Rajasthan,754A,Khudiyala,Khudiyala,Amritsar Jamnagar Economic Corridor,6710
711,Rajasthan,8,Kishangarh (Badgaon),Km 360.700,Jaipur - Kishangarh,124
712,Rajasthan,52,Kishorepura,Km 180.00,Deoli - Kota,456
713,Rajasthan,11B,Kondar,91.800,Karauli Dholpur (Km 83.960 Km 184.860),489
714,Rajasthan,21,Korai,Km 30.090,Agra - Bharatpur,120
715,Rajasthan,NE 4,Laban ( Entry Exit Toll ),Ch. 337.171,80 Km,6850
716,Rajasthan,NH 11,Lakhasar,SIKAR BIKANER HIGHWAY LTD. Lakhasar Toll Plaza Vill.LakhasarVPO TehsilSridunergarh Dist.Bikaner( Rajasthan) Pin Code331811,340.188 to 557.775,6729
717,Rajasthan,NH 148D,Lal Ka Khera,Km 69.267 Km 282.936,Gulabpura to Uniara PhaseIV,5650
718,Rajasthan,79,Lambiya Kalan,Km 121.20,Gulabpura Chittorgarh (Km 100.750 to Km 121.20),185
719,Rajasthan,52 (Old 65),Lasedi,8.700,Rajasthan Border Fatehpur Salasar section,4481
720,Rajasthan,NH15 (New NH11),LATHI,PHALODI JAISALMER SEC NH15 TO TWO FOUR LANE WITH PAVED SHULDER,PHALODI JAISALMER SEC NH15 TO TWO FOUR LANE WITH PAVED SHULDER,4569
721,Rajasthan,754A,Laxmannagar,Laxmannagar (jodhpur),Amritsar Jamnagar Economic Corridor,6707
722,Rajasthan,458,Lilamba,Km 216.327,Lambia - Raipur,472
723,Rajasthan,11,Ludhawai,Km 64.570,Bharatpur - Mahua ((Km 62.295 to Km 119.600),110
724,Rajasthan,76,Malera,Km 11.200,Pindwara - Jaswantgarh,138
725,Rajasthan,New 754A (Old 754K),Malkisar,Malkisar,6lane access controlled Greenfield highway from Sangariya (near Chautala) to Rasisar (near Bikaner) section of NH754K (New 754A) as a part of AmritsarJamnagar Economic Corridor in the State of Raj,6799
726,Rajasthan,125 A,Manaklavo,At Km. 2.550,Four Laning of Dangiawas (km 96.595 of NH112) to Jajiwal (km 283.500 of NH 65 Nagaur Road) section PackageI (Design length 74.619 km) of Jodhpur Ring Road Section of NH125A in the State of Rajasth,6808
727,Rajasthan,NH52 (Old NH12),Mandana,Km. 273.654 near MandanaVillage KotaDistrict,Kota (Km 256550) to Darah (Km. 290880) of NH52 (Old NH12),4620
728,Rajasthan,8,Mandawada (Gomati),Km 187.244,Gomti Churaha - Udaipur,457
729,Rajasthan,NE 4,Mandawara ( Entry Exit ),Ch. 358.695,80Km,6851
730,Rajasthan,8,Manoharpur,Km 211.000,Gurgaon - Kotputli - Jaipur,214
731,Rajasthan,754A,Meghawas,Meghawas,Amritsar Jamnagar Economic Corridor,6712
732,Rajasthan,52,Methoon,Km 376.180,Jhalawar-Rajasthan/M.P.Border (Km 346.540 to Km Km 408.700),446
733,Rajasthan,754A,Moothli,Moothli,Amritsar Jamnagar Economic Corridor,6716
734,Rajasthan,114,Morani (Pokaran),165.401,Jodhpur to Pokaran,4492
735,Rajasthan,114,Motisar (Kanori),98.809,Jodhpur To Pokaran,4491
736,Rajasthan,758,Mujras,78.000,Rajsamand Bhilwara,1479
737,Rajasthan,76,Narayanpura,Km 261.770,Udaipur Chittorgarh (Km 214 to Km 308),137
738,Rajasthan,NH 325,Narsana,Km 80.000,Balotara Sanderao Section of NH 325 from Km 16.200 to Km 91.600,5727
739,Rajasthan,NH 113,Narshinghgarh Toll Plaza,TP 10,72.915 KMS,6737
740,Rajasthan,NH27,Nayagaon(RHS) (Staggered),4.870,Kota Bypass Cable Stayed Bridge,4540
741,Rajasthan,8,Negadiya,Km 238.170,Gomti Churaha - Udaipur,458
742,Rajasthan,148,Nekawala,CH 11.750,MANOHARPUR TO DAUSA,5908
743,Rajasthan,62,Netra,Km. 267.800,From Km 250.00 to Km 296.070,5867
744,Rajasthan,NH 79,Nimbahera Toll Plaza,TP 221,44.082 KMS,6736
745,Rajasthan,NH 65 (New NH 62),Nimbali Toll Plaza,Nimbali Toll Plaza Near Nimabli Village at Km 338.200,Jodhpur To Pali Section,6733
746,Rajasthan,25,Nimbaniya Ki Dhani (Bayatu),Km 300.300,Bagundi - Barmer (km 254.800 to km 328.900),478
747,Rajasthan,NH 15(New 68),Nimbasar,Km 104.893,Jaisalmer to Barmer,5726
748,Rajasthan,NH58,Nimbi Jodha,Km. 199.985,Salasar Nagaur Section,4551
749,Rajasthan,11,Nokhra,Km 84.400,Bikaner to Phalodi,4573
750,Rajasthan,New 754 A (Old 754 K ),Norangdesar,Norangdesar,6lane access controlled Greenfield highway from Sangariya (near Chautala) to Rasisar (near Bikaner) section of NH754K (New 754A) as a part of AmritsarJamnagar Economic Corridor in the State of Raj,6801
751,Rajasthan,NH 79 old,Ochadi toll plaza,TP 189,44.082 KM,6735
752,Rajasthan,NH 148D,Pallai,Km 69.267 Km 282.936,Gulabpura to Uniara Phase,5651
753,Rajasthan,754A,Panchu,Panchu (Bikaner),Amritsar Jamnagar Economic Corridor,6703
754,Rajasthan,62 (new NH 89),Parwa,NEAR BY DESHNOKH,NAGAUR TO BIKANER,6797
755,Rajasthan,754A,Patau,Patau,Amritsar Jamnagar Economic Corridor,6713
756,Rajasthan,911,Patrauda,Km. 163.500,162.460 Km,5875
757,Rajasthan,8,Piplaz,Km 44.800,Kishangarh-Ajmer-Beawar,421
758,Rajasthan,11A,Rabawata,at km 78.500 (at km. 77.872 existing chainage),83.453,5909
759,Rajasthan,14,Raipur,Km 27.50,Beawar-Pali-Pindwara,433
760,Rajasthan,21,Rajadhok,Km 204.700,Mahua - Jaipur (Km 120.000 to Km 228.000),180
761,Rajasthan,123,Rajora Khurd,Rajora Khurd,Uncha 0gla To Dhoulpur,5862
762,Rajasthan,NH15 (New NH11),Ramdevra,km 209.500,PhalodiJaisalmer Section of NH15,4568
763,Rajasthan,NH 52,Rashidpura,SIKAR BIKANER HIGHWAY LTD. Rashidpura Toll Plaza VPOKhuri Bari TehsilLaxmangarh Sikar( Rajasthan) Pin Code 332315,340.188 to 557.775,6727
764,Rajasthan,NH-911,Riasinghnagar(Thakri) and Patroda Toll Plaza,12 MD and 42NP,102.500 Km to 163.00 Km,5993
765,Rajasthan,758,Rupa Kheda,Km 18.000,Rajsamand Bhilwara,1478
766,Rajasthan,NH27,Sakatpura(LHS)(Kota Bypass),Km. 1055.217 Km. 1059.350,Kota Bypass Cable Stayed Bridge,4539
767,Rajasthan,11,Salasar,Km 23.950,Bikaner to Phalodi,4572
768,Rajasthan,754A,Sangana,Sangana,Amritsar Jamnagar Economic Corridor,6715
769,Rajasthan,911 911A,Seora,167.7,212.107 kms,5736
770,Rajasthan,8,Shahjahanpur,Km 115.000,Gurgaon - Kotputli - Jaipur,213
771,Rajasthan,58 (Old 65),Shobhasar,144.500,Rajasthan Border Fatehpur Salasar section,4483
772,Rajasthan,NH 113 old,Sidhpura Toll Plaza,TP 70,72.915 KMS,6731
773,Rajasthan,11,Sikandra,Km 156.600,Mahua - Jaipur (Km 120.000 to Km 228.000),179
774,Rajasthan,27,Simliya Toll Plaza,Km 409.680,Kota - Baran Section,17
775,Rajasthan,754A,Sirmandi,Sirmandi (jodhpur),Amritsar Jamnagar Economic Corridor,6709
776,Rajasthan,148 C,Sitarampura,km 30.520,Tonk Road to Ajmer Road,5675
777,Rajasthan,62,SixML,229.100,Suratgarh Sriganganagar,4480
778,Rajasthan,52,Sonwa (Sonva),Km 105.000,Jaipur- Deoli (new),184
779,Rajasthan,458,Tamdoli,93.500,Nimbijodha Degna Merta City (0.000 139.900),1477
780,Rajasthan,62,Tankla,Km 203.966,From Km 180.500 to Km 250.00,5866
781,Rajasthan,52,Tatiyawas,Km 257.00,Jaipur-Reengus,129
782,Rajasthan,8,Thikariya (Jaipur),Km 286.700,Jaipur - Kishangarh,182
783,Rajasthan,709 Extn.,Thirpali Badi,Km 33.850,Rajgarh Harya0 Border of NH709 Extn.,5911
784,Rajasthan,NH 11,Tidiyasar,SIKAR BIKANER HIGHWAY LTD. Tidiyasar Toll Plaza VPOTidiyasar TehsilRatangarh Dist.Churu( Rajasthan) Pin Code331022,340.188 to 557.775,6728
785,Rajasthan,11A,Titoli,at km 15.500 (at km. 15.570 existing chainage),83.453,5910
786,Rajasthan,New 754 A (Old 754 K),Uchharangdesar,Uchharangdesar,6lane access controlled Greenfield highway from Sangariya (near Chautala) to Rasisar (near Bikaner) section of NH754K (New 754A) as a part of AmritsarJamnagar Economic Corridor in the State of Raj,6800
787,Rajasthan,NH 89,Udairamsar,SIKAR BIKANER HIGHWAY LTD. Udaisaram Toll PlazaNear Rishi Toyata showroom Jodhpur Bye PassBikaner Dist.Bikaner ( Rajasthan) Pin Code334001,340.188 to 557.775,6730
788,Rajasthan,14,Uthamam,Km 202.315,Beawar-Pali-Pindwara,439
789,Rajasthan,NE 4,Zalimpura ( Entry Exit ),Ch. 372.590,80Km,6852
790,Tamil Nadu,45,Athur (Tindivanam),Km 103.500,Tambaram - Tindivanam (Km 74.500 - Km 121.000),75
791,Tamil Nadu,NH 87 (Old NH49),Bogalur,98.129,Madurai Rama0thapuram,4592
792,Tamil Nadu,NH 45 B,Boothakudi,Km 21.020,Trichi Bypass - Tovarankurichi - Madurai,26
793,Tamil Nadu,83,Chatrapatti Toll Plaza,Chatrapatti,Four laning of OddanchatramMadathukulam section of NH 209 (New NH 83),6782
794,Tamil Nadu,48,Chennasamudram,Km 104.900,Walajapet - Poomalle,296
795,Tamil Nadu,45 B,Chittampatti,Km 113.630,Trichi Bypass - Tovarankurichi - Madurai,27
796,Tamil Nadu,45B,Eliyarpathi,Km 143.580,Madurai Toturian,85
797,Tamil Nadu,234,Enamkariyanandal Toll plaza,Enamkariyanandal Km.138.600,Vellore to Viluppuram,6626
798,Tamil Nadu,7,Etturvattam,Km 74.930,Madurai - Tirunelveli - Panagudi - kanayakumari,111
799,Tamil Nadu,332,Gangarampalayam,Gangarampalayam Village,Villupuram to Puducherry section of NH332 (Old NH45A),6843
800,Tamil Nadu,179A,H Pudhupatti,39.760,Salem to Vayembadi Section,6838
801,Tamil Nadu,81 Old NH227,Kallakudi,Kallakudi,Four laning of Tiruchirapalli (Km.0.00) to Kallagam (Km.38.700) section of NH227,5942
802,Tamil Nadu,544,Kaniyur,Km 136.840,Chengapalli - Coimbatore Byepass(Km 102.035 to 144.680),447
803,Tamil Nadu,7,Kappalur,Km 18.652,Madurai - Tirunelveli - Panagudi - kanayakumari,112
804,Tamil Nadu,NH66 (Old) NH77 (New),Kariyamangalam Fee Plaza,Km. 139.255,Km. 37.600 to Km. 219.782,6833
805,Tamil Nadu,532,Keezhkuppam,at 97.500,Ma0valanullur to Chin0salem (km 57.800 to km 110.942),5804
806,Tamil Nadu,7,Kodai Road (Kozhinjipatti ),Km 398.500,Dindigul bypass - Samyanallore,109
807,Tamil Nadu,Old No.NH210New No.(NH536),Kodikottai,Km 114.550,Karaikudi Rama0thapuram,5878
808,Tamil Nadu,32,Kothattai,Kothattai Village at Km.81.000,PoondiyanKuppam to Satanathapuram section of NH 32 (Old NH 45A),6845
809,Tamil Nadu,44,Krishnagiri,Km 87.500,Hosur - Krishnagiri,103
810,Tamil Nadu,New NH 81 (Old NH 227),Kurungudi ( Veerananallur ),Ch. 107.750,31.532 Km,6795
811,Tamil Nadu,210,Lechchumanapatti,Km 19.000,Trichy - Karaikudi (km 10.000 - Km 54.8000),306
812,Tamil Nadu,210,Lembalakudi,Km 57.317,Trichy - Karaikudi (Km 54.800 - Km 91.054),310
813,Tamil Nadu,81 Old NH227,Managethi,Managethi,Four laning of Kallagam (km.38700) to Karuppur (km.50382),5943
814,Tamil Nadu,67,Manavasi,Km 198.500,Trichy - Karur,305
815,Tamil Nadu,State Highways ( SH01 SH01A SH56 SH02),Mathur,Km 22.200,Road Connectivity to Chen0i to Ennore Ports Widening Strengthening Improvements to Thiruvottiyur Ponneri Panchetti Road Inner Ring Road Ma0li Oil refinery Road Ennore Expressway,4618
816,Tamil Nadu,79,Mettupatti,Km 21.750,Salem - Ulundurpet,57
817,Tamil Nadu,66,Morattandi,Km 6.572,Pondicherry - Tindivanam,106
818,Tamil Nadu,NH 66 (Old) NH 77 (New),Nagampatti Fee Plaza,Km. 196.650,Km. 37.600 to Km. 219.782,6834
819,Tamil Nadu,5,Nallur,Km 21.625,Chennai - Tada,82
820,Tamil Nadu,NH66 (Old) NH77 (New),Nangilikondan Fee Plaza,Km. 60.459,Km. 37.600 to Km. 219.782 182.182 Km,6835
821,Tamil Nadu,44,Nanguneri,Km 185.387,Madurai Tirunelveli Panagudi Kanayakumari,108
822,Tamil Nadu,79,Nathakkarai,Km 73.760,Salem - Ulundrupet,19
823,Tamil Nadu,48,Nemili (Sriperumbudur),Km 37.800,Walajapet - Poomalle,23
824,Tamil Nadu,44,Omallur,Km 191.800,Omallur - Namakkal,18
825,Tamil Nadu,226,Palaya Gandharvakottai,Km 16.095,Thanjavur to Pudukkottai,4511
826,Tamil Nadu,44,Palayam (Dharmapuri),Km 154.440,Krishnagiri - Thumbipadi,21
827,Tamil Nadu,48,Pallikonda,Km 98.520,Krishnagiri - Walajahpet,105
828,Tamil Nadu,49(Old 87),Pamban Bridge (MoRTH),Annai Indira Gandhi Bridge (Pamban Bridge,Mandapam - Rameswaram.,324
829,Tamil Nadu,45,Paranur (Chengalpet),Km 52.820,Tambaram - Tindivanam (Km 28.000 - Km 74.500),80
830,Tamil Nadu,205,Pattaraiperumbudur (temporary TP),Km 31.800,Tirupati-Tiruthani-Chennai,444
831,Tamil Nadu,45,Ponnambalapatti,Km 382.850,Trichy - Dindigul,239
832,Tamil Nadu,45B,Pudhurpandiyapuram,Km 254.940,Madurai Tuticorin,86
833,Tamil Nadu,785,Pudur,Km 21020,Four laning of Madurai Chettikulam Natham Thuvarankurichi section from km. 0.000 to km. 61.115 of NH785 on EPC mode under Bhartmala Pariyojna phaseI in the state of Tamil Nadu,6758
834,Tamil Nadu,44,Rasampalayan,Km 259.500,Nammakal - Karur,22
835,Tamil Nadu,205,S V Puram,Km 305.800,Tirupati-Tiruthani-Chennai,443
836,Tamil Nadu,44,Salaipudhur,Km 125.350,Madurai - Tirunelveli - Panagudi - Kanyakumari,113
837,Tamil Nadu,45,Samayapuram,Km 307.241,Padalur - Trichy,118
838,Tamil Nadu,45,Sengurichi,Km 192.750,Ulundurpet - Padalur,119
839,Tamil Nadu,226,Shenbagampettai,92.957,Thirumayam to Manamadurai,4489
840,Tamil Nadu,45,Surapattu (Chennai Bypass II),Km 28.600,Chennai Bypass,79
841,Tamil Nadu,234,Thennamadevi Toll plaza,Thennamadevi Km.198.600,Vellore to Viluppuram,6627
842,Tamil Nadu,45,Thirumandurai,Km 244.000,Ulundurpet - Padalur,59
843,Tamil Nadu,944,Thirupathisaram Toll plaza,21.253,Nagercoil Kavalkinaru,6676
844,Tamil Nadu,NH 87 (Old NH49),Thiruppachethi,Km. 30.188,Madurai Ramanathapuram,4580
845,Tamil Nadu,81,Thirupparaithurai,Km 157.500,Trichy - Karur,304
846,Tamil Nadu,Old NH No.67 New NH No.83,Thuvakudi,Km. 111.255,Trichy Bypass from Km.110.016 to Km.135.930,6764
847,Tamil Nadu,NH 532,U.Ponnalagaram,45/2,Cuddalore to Virudhachalam section from Km 0.800 to Km 51.000,5999
848,Tamil Nadu,NH183 ( Old NH 220 ),Upparpatti,83.943,Two laning with paved shoulder of TheniKumili section,6861
849,Tamil Nadu,138 (Old 7A ),Vagaikulam ( Pudukottai ),Km 17.000,Tirunelveli - Tuticorin (Km 0.000 - Km 47.250),117
850,Tamil Nadu,544,Vaigundam,Km 27.697,Salem Kumarapalayam,96
851,Tamil Nadu,67,Valavanthankottai,Km 120.900,Thanjavur - Trichy,115
852,Tamil Nadu,234,Vallam Toll plaza,Vallam Km.80.600,Vellore to Viluppuram,6625
853,Tamil Nadu,45,Vanagaram (Chennai Bypass),Km 16.500,Chennai Bypass,76
854,Tamil Nadu,48,Vaniyambadi,Km 46.800,Krishnagiri - Walajahpet,107
855,Tamil Nadu,79,Veeracholapuram (West),Km 105.000,Salem - Ulundrupet,20
856,Tamil Nadu,381,Velampatti Toll Plaza,Avinashipalayam,Commencement of Toll Operation at Velampatti Toll Plaza at Km 28.815 in the Project of AvinashiTiruppur Avinashipalayam section (from Km 00 to 31.800) of NH381 in the State of,6773
857,Tamil Nadu,44,Velanchettiyur,Km 338.000,Karur Bypass - Dindigul bypass,102
858,Tamil Nadu,Old No.NH210New No.(NH536),Vennathur,Km 154.960,Karaikudi Rama0thapuram,5879
859,Tamil Nadu,544,Vijaymangalmam,Km 88.287,Kumarapalayam - Chengalpalli,98
860,Tamil Nadu,45,Vikravandi(Villupuram),Km 150.400,Tindivanam - Ulundurpet,104
861,Telangana,7,Bhiknoor,Km 392.600,Adloor Yellaready - Chegunta (Km 368.255 to Km 419.793),460
862,Telangana,365,Chinthapally,99.750,Tannamcherla - Jamandlapally (km 72.600 - km 121.000),484
863,Telangana,163,Chitlapalli,Km.115.580,Manneguda (Km.59500) Ravulapalli (Km.132300) section,5797
864,Telangana,161,Dharmaram,Km 96.035,Four laning of NH161 from Mangloor (Design Km 86.788 Existing Km 91.350) to Telanga0 Maharashtra Border (Design Km 135.751 Existing Km 140.500) (Design Length 48.963 Km) in the Telanga0,5856
865,Telangana,NH61 (Old No. 222),Dilawarpur,654,Rehabilitation and Up gradation of NH222 (New NH61) from Km.615000 to Km.668600 (Kalyan to Nirmal section) to two lane with paved shoulder in the State of Telanga0 under NHDPIV through Engineer,4619
866,Telangana,44,Gamjal,Km 281.320,Kadhal - Armur (Km 278.00 to Km 308.00),176
867,Telangana,NH 221,Gowraram,Km. 88.650,Ap Telangana Border To Rudrampur (Km.71.200 To Km. 121.000),5653
868,Telangana,163,Gudur (Hyd-Yadgiri),Km 38.100,Hyderabad Yadgiri Section,218
869,Telangana,765D,Gummadidala,Km.115.580,Hyderabad Outer Ring Road (Km.0000) Medak (Km.62920) section,5799
870,Telangana,44,Indalwai,Km 342.700,Nagpur - Hyderabad (Km 308.000 to Km 367.000),207
871,Telangana,163,Jawahar Nagar,199.052,Widening Strengthening of existing 2lane to 2 lane with paved shoulders from Km.1590 1654 18602150 of NH163 in the State of Telanga0 under EPC mode,5854
872,Telangana,765,Kadthal,45.710,Hyderabad - Dindi (km 23.000 - km 78.000),482
873,Telangana,NH 163,Komalla,Km.100.550,Yadgiri Warangal,5680
874,Telangana,NH 163,Komatipalli,Km.137.330,Yadgiri Warangal,5681
875,Telangana,765,Konetipuram,101.450,Hyderabad - Dindi (km 23.000 - km 78.000),483
876,Telangana,65,Korlaphadu,Km 118.250,Hyderabad - Vijayawada,377
877,Telangana,365,Kothagudem,42.950 Km,Nakrekal toTanamcherla,5855
878,Telangana,44,Manoharabad,Km 443.713,Nagpur Hyderabad Section (Chegunta To Bowenpally ) (Km 419.793 to Km 481.331),175
879,Telangana,353 C,Medipally Toll Plaza,Medipally village,Widening Strengthening of Existing 2 Lane to 2 Lane with paved shoulders from Km.(25)(59.2)(Mahadevpur to Bhupalpalli) of NH353C (old NH363) in the State of Telangana,6836
880,Telangana,167,Munnanur,Km. 33.260,Jadcherla (Design Km.15525) Kalwakuthy (Design Km.62880) section,5798
881,Telangana,NH365,Muthojipet,Muthojipet,Mangalwarpet to Mallampally,4601
882,Telangana,65,Panthangi,Km 60.650,Hyderabad - Vijayawada,222
883,Telangana,44,Pippalwada,Km 180.330,Nagpur Hyderabad Section (Maharashtra Telangana Border To Islamnagar)( Km 175.000 to Km 230.000),177
884,Telangana,44,Raikal,Km 54.290,Thondapali - Jedcherla(Km 22.300 to Km 80.306),216
885,Telangana,44,Rolmamda,Km 245.400,(Maharashtra Telangana Border To Islamnagar) (Km 230.00 to 278.00),174
886,Telangana,365 B,Singarajupally,Singarajupally,Jangaon Thirumalgiri,5740
887,Telangana,NH161,Taddanpally Toll Plaza,"Taddanpally Village, Sangareddy District",Four laning of NH161 from Kandi (Design Km 0.000) (Km 498.250 of NH 65) to Nizampet (Design Km 66.400) (design Length 66.400 Km) in the State of Telangana under Bharatmala Pariyojana on Hybrid Ann,5974
888,Telangana,NH365B,Yerkaram,Km 72.215,Tirumalagiri To Suryapet,5673
889,Uttar Pradesh,28C,Aaini,Km 63.450,Km 42.546 to Km 93.037(Jarwal to Bahraich ByPass),473
890,Uttar Pradesh,34,Aashpur,KM 231.00,Aligarh Kanpur Section (Bhadwas to Kalyanpur Pkg II),5766
891,Uttar Pradesh,28,Ahamadpur,Km 53.000,Kanpur - Ayodhaya,210
892,Uttar Pradesh,NH232,Aihar,At km. 172.890,133.285 Km.,4553
893,Uttar Pradesh,NH232 2nd,Aindhi,Km. 113.255,155.9,4623
894,Uttar Pradesh,25,Ait,Km 187.500,Poonch - Orai (Km 155.00 to Km 220.00),200
895,Uttar Pradesh,NH233,Akshda,Km. 108.025,Rehabilitation and Upgradation of Rudhauli to Basti side Approach of Ghaghra Bridge Section (Km. 65.870 to Km. 122.270) of NH233 on EPC Basis under NHDP PhaseIV,4611
896,Uttar Pradesh,31,Akwabad,UNNAO DIST.,UnnaoLalganj Section (From Km 0.00 to Km 70.00),6778
897,Uttar Pradesh,86,Aliyapur,Km 43.500,Kanpur - kabrai,409
898,Uttar Pradesh,28 (Old NH233),Amdi,164.75,Ghaghra Bridge to Vara0si section of NH233 PkgI from km. 121.800 to 180.420,4602
899,Uttar Pradesh,old 233 new NH 28,Amora Moiddinpur,Amora Moiddinpur,4 Lane Ghaghra Bridge to Varanasi of NH 233,6780
900,Uttar Pradesh,19,Anantram,Km 353.000,Etawah Chakeri (Kanpur),44
901,Uttar Pradesh,NH30 (24B),Andhiyari,Km. 85.195,RaebareliPrayagraj Section,5897
902,Uttar Pradesh,New NH 731 Old NH 56,Asroga,127.37,127.425 KM.,4590
903,Uttar Pradesh,Old NH 07 (New NH 135),Atraila Shiv Ghulam,At Km 109450 of NH7 at Village Atraila Shiv Ghulam No 3 TehsilLalganj District Mirzapur,4 laning of Vara0si to Hanuma0 section of NH7,5860
904,Uttar Pradesh,25 and 26,Babina,km 32.100,Jhansi - Lalitpur (Km 0.000 to km 49.700),394
905,Uttar Pradesh,NH 730,Badagawn,Tulsipur Badagawn,Badagawn,6680
906,Uttar Pradesh,2,Badauri,Km 527.275,Chakeri - Usrania (Km 483.687 to Km 564.897),275
907,Uttar Pradesh,NH 731,Baiti Kala Toll Plaza,175.050 Km.,68.56 Km.,6699
908,Uttar Pradesh,334 B,Baleni,Atnear Amipur Bakharpur Baleni,Meerut to Haryana Border via Baghpat,6806
909,Uttar Pradesh,731,Balleepur Toll Plaza,At ch. 183.627,Improvement and UpGradation of Existing Road to 4L PS from Km 175.080 to 229.070 from End of Hardoi Bypass to End of Hardoi District of NH 731 (Pkg3),6869
910,Uttar Pradesh,NH 76 (New NH 339),Bamhori Kurmin,Km. 104.600,HarpalpurSugira section from design Km. 92.025 to Km. 133.500 (existing Km. 89.600 to Km. 133.520) on NH76 in the State of Uttar Pradesh.,6660
911,Uttar Pradesh,New NH 731 Old NH 56,Bara,51.160 km,127.425 KM.,4589
912,Uttar Pradesh,19,Barajore (Bara),Km 438.000,Etawah - Chakeri,47
913,Uttar Pradesh,93,Baros,Km 14.950,Agra Aligarh (Km 0.000 to Km 81.400),381
914,Uttar Pradesh,(Old 91) New NH 34,Basheerapur Toll Plaza,LOCATED AT KM 350.709 ON ALIGARH KANPUR SECTION OF NH 34,Naviganj to Mitrasenpur from km.(289.00)New Ch_302108 to Km. (356.00) New Ch_373085,6690
915,Uttar Pradesh,NH 233,Belgada,Km. 53.630,Km. 0.000 Km. 65.870,5881
916,Uttar Pradesh,NH 93 (new NH 509),Belon,Km. 136.965 (existing ch. 136.500),Aligarh Moradabad Section,4585
917,Uttar Pradesh,34 (Old 119 ),Bhaneda Toll Plaza,Km. 98.000,Km. 79.500 to Km. 10.5700,6842
918,Uttar Pradesh,NH 330 (old96),Bharatkund,Bharatkund Km 12.800,Prayagraj to Ayodhya,5648
919,Uttar Pradesh,29,Bhitaha Toll Plaza,Bhitaha village in Gorakhpur,At Design Km 201.150 of NH29 near Bhitaha village in Gorakhpur District of Uttar Pradesh,6868
920,Uttar Pradesh,NE 3,Bhojpur,Km 45.706,DME Pkg.IV Greenfield DelhiMeerut Expressway from Dasna to Meerut (Km. 27.740 to Km 59.777) in UP on EPC Mode,5925
921,Uttar Pradesh,709 A,Bhuni,At Design Km 13.950 of NH709A near Bhuni Village of Meerut district of Uttar Pradesh.,4L PS of Meerut to after Bridge over River Yamuna Haryana via Shamlifrom km. 0.00 to km. 88.476 of NH709ARCW,6810
922,Uttar Pradesh,NE II,Bilakbarpur (Dundahera )(EPE),Km 72.724,From Km 71.000 to 93.000,5763
923,Uttar Pradesh,24,Brijghat,Km 80.500,Hapur Moradabad,31
924,Uttar Pradesh,30,Cable Stayed Naini Bridge,Km 1.600,Km 0.00 (211.700 on NH-2) - to km 5.410(New Aligment of NH-27),12
925,Uttar Pradesh,NH 24,Chapwa,Km. 11.070,Rehabilitation and Up gradation of So0uli to Gorakhpur Section (Km.0000 to 80.000) of NH 29E (New NH24) in Uttar Pradesh to two lane with paved shoulder on EPC mode under NHDP PhaseIV,4612
926,Uttar Pradesh,28,Chaukadi,Km 163.000,Ayodhya - Gorakhpur,164
927,Uttar Pradesh,NH09 (Old NH24),Chhajarsi,Km. 39.730 of NH09 near Chhajarsi Village,From Km. 0.000 to Km. 50.934 DelhiHapur Section (Part of DelhiMeerut Expressway Project),4588
928,Uttar Pradesh,NH 34 (Old NH 119),Chota Mawana Toll Plaza,Km. 27.900,Km. 11.500 to Km. 39.250,6841
929,Uttar Pradesh,19,Daffi,Km 800.430,Varanasi - Aurangabad Section,40
